"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"17","RT @Crof: #Flu News Europe, week 9 https://t.co/hkfve4wm2a",FALSE,0,NA,2018-03-10 03:04:16,FALSE,NA,"972307120690429952",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","H7N9Influenza",1,TRUE,FALSE,NA,NA
"18","Minha reação qdo o Renato Chaves fez os gols no Fla x #Flu https://t.co/dnF8SL4DK6",FALSE,0,NA,2018-03-10 03:02:02,FALSE,NA,"972306558909599747",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Criis_Nery",0,FALSE,FALSE,NA,NA
"19","RT @ECDC_EU: Each week, ECDC and @WHO_Europe produce a joint update on the status of #influenza in Europe. Follow @ECDC_Flu and check out h…",FALSE,0,NA,2018-03-10 02:58:53,FALSE,NA,"972305763992563712",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","H7N9Influenza",6,TRUE,FALSE,NA,NA
"20","RT @CDCgov: #Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is e…",FALSE,0,NA,2018-03-10 02:52:13,FALSE,NA,"972304087034355713",NA,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>","hardygirl82",46,TRUE,FALSE,NA,NA
"21","RT @CDCgov: Latest #FluView report shows the number of states with widespread or high flu activity has dropped but many states are still se…",FALSE,0,NA,2018-03-10 02:49:29,FALSE,NA,"972303397289414656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","HananBalkhy",26,TRUE,FALSE,NA,NA
"22","RT @anjahuja: A century after the 1918 Spanish #flu, could there be another #pandemic? My @ft column on why scientists are now chasing a un…",FALSE,0,NA,2018-03-10 02:45:53,FALSE,NA,"972302493685338112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","129elf",15,TRUE,FALSE,NA,NA
"23","RT @CDCgov: Latest #FluView report shows the number of states with widespread or high flu activity has dropped but many states are still se…",FALSE,0,NA,2018-03-10 02:44:57,FALSE,NA,"972302260112801792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The_IBD_Effect",26,TRUE,FALSE,NA,NA
"24","RT @CDCgov: Latest #FluView report shows the number of states with widespread or high flu activity has dropped but many states are still se…",FALSE,0,NA,2018-03-10 02:35:09,FALSE,NA,"972299789923692544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DanalwylieCasey",26,TRUE,FALSE,NA,NA
"25","RT @Infante1415: No te pierdas Mañana!!!
#FLU Sunset Providencia<ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>
Desde las 14 a las 22 horas
Música<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>Gastronomía<ed><U+00A0><U+00BC><ed><U+00BD><U+00BD>Libros <ed><U+00A0><U+00BD><ed><U+00B3><U+009A>y mucho más!
Calle…",FALSE,0,NA,2018-03-10 02:30:27,FALSE,NA,"972298607662641152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sanhuezacarola",13,TRUE,FALSE,NA,NA
"26","THE IMMUNITY-BOOSTING SOUP TO MAKE THE SECOND YOU START FEELING SICK https://t.co/gfd9s5xe4K @WellandGood #sick… https://t.co/l1ivSLwXYv",FALSE,6,NA,2018-03-10 02:24:01,TRUE,NA,"972296989617606656",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","theblendergirl",0,FALSE,FALSE,NA,NA
"27","You know I’m really sick when a new church baby is born and I have to tell the parents I can’t come do the blessing. #flu",FALSE,0,NA,2018-03-10 02:23:17,FALSE,NA,"972296804447473664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sarcasticlluter",0,FALSE,FALSE,NA,NA
"28","Could it be #flu?  #influenza https://t.co/hn8JqgU5E3 https://t.co/3Bq1UNWqMe",FALSE,0,NA,2018-03-10 02:21:23,FALSE,NA,"972296327307649024",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","drkdhoffman",0,FALSE,FALSE,NA,NA
"29","Science says cold and #flu viruses transfer in very different ways than we think https://t.co/ekQY3NrGNs",FALSE,1,NA,2018-03-10 02:10:06,FALSE,NA,"972293488250368000",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PhiBetaKappa",1,FALSE,FALSE,NA,NA
"30","@ManchesterBelle @DailyMirror To fight the #flu try this beauty care technique, as soon as possible. I have more ad… https://t.co/zMPEJwK2Rp",FALSE,0,"ManchesterBelle",2018-03-10 02:06:49,TRUE,"972228251539136513","972292660307382272","194278021","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Flu_Killer",0,FALSE,FALSE,NA,NA
"31","@dylanz1 @DailyMirror To fight the #flu try this beauty care technique, as soon as possible. I have more advises if… https://t.co/TZQR3JIQmG",FALSE,0,"dylanz1",2018-03-10 02:06:38,TRUE,"972245431899090950","972292614782406656","39992352","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Flu_Killer",0,FALSE,FALSE,NA,NA
"32","RT @whizkid7: How to Avoid the Flu &amp; Colds<U+25BA>https://t.co/Xb7Xcdocvd<U+25C4>See video by Dr. Greger MD to show that eating more fruits &amp; vegetables…",FALSE,0,NA,2018-03-10 02:06:37,FALSE,NA,"972292609661075457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoePranaitis",294,TRUE,FALSE,NA,NA
"33","Y mañana Feria de la Mujer en Parque Inés de Suárez y #Flu en las Urbinas <ed><U+00A0><U+00BD><ed><U+00B1><U+00AF><U+200D><U+2640><U+FE0F> #Providencia <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>",FALSE,0,NA,2018-03-10 02:01:26,FALSE,NA,"972291308202151938",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Maca_30",0,FALSE,FALSE,NA,NA
"34","""For the general population, the #flu represents a serious health concern. But for the homeless — who deal with hig… https://t.co/Qam0OiWcId",FALSE,1,NA,2018-03-10 02:00:40,TRUE,NA,"972291113263431680",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","austinpcc",0,FALSE,FALSE,NA,NA
"35","An #Herbal Approach to the #Cold and #Flu Season https://t.co/EfKs7jTq1k",FALSE,0,NA,2018-03-10 02:00:15,FALSE,NA,"972291009018286082",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MotheringMag",0,FALSE,FALSE,NA,NA
"36","RT @Infante1415: No te pierdas Mañana!!!
#FLU Sunset Providencia<ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>
Desde las 14 a las 22 horas
Música<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>Gastronomía<ed><U+00A0><U+00BC><ed><U+00BD><U+00BD>Libros <ed><U+00A0><U+00BD><ed><U+00B3><U+009A>y mucho más!
Calle…",FALSE,0,NA,2018-03-10 01:58:56,FALSE,NA,"972290676019822594",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Lalo_rock",13,TRUE,FALSE,NA,NA
"37","RT @Muni_provi: <U+2600><U+FE0F>¡Te esperamos MAÑANA SÁBADO en #FLU! Gastronomía, libros, emprendimiento, tatuajes, música en vivo con un line up que inc…",FALSE,0,NA,2018-03-10 01:58:41,FALSE,NA,"972290616771084293",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Maca_30",8,TRUE,FALSE,NA,NA
"38","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-10 01:58:33,FALSE,NA,"972290581408944130",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CharlyLee_PSU72",29,TRUE,FALSE,NA,NA
"39","RT @Muni_provi: <U+2600><U+FE0F>¡Te esperamos MAÑANA SÁBADO en #FLU! Gastronomía, libros, emprendimiento, tatuajes, música en vivo con un line up que inc…",FALSE,0,NA,2018-03-10 01:56:16,FALSE,NA,"972290007695331334",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PATOOVALLE",8,TRUE,FALSE,NA,NA
"40","RT @CDCgov: #Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is e…",FALSE,0,NA,2018-03-10 01:50:51,FALSE,NA,"972288644299022336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BCrux16",46,TRUE,FALSE,NA,NA
"41","@AnthonyCumiaxyz And @artiequitter would still be late. #flu",FALSE,0,"AnthonyCumiaxyz",2018-03-10 01:49:21,FALSE,"972279124382318593","972288267629580288","884987235048804353","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joerich25",0,FALSE,FALSE,NA,NA
"42","RT @Infante1415: No te pierdas Mañana!!!
#FLU Sunset Providencia<ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>
Desde las 14 a las 22 horas
Música<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>Gastronomía<ed><U+00A0><U+00BC><ed><U+00BD><U+00BD>Libros <ed><U+00A0><U+00BD><ed><U+00B3><U+009A>y mucho más!
Calle…",FALSE,0,NA,2018-03-10 01:44:04,FALSE,NA,"972286936659517440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pablojaeger",13,TRUE,FALSE,NA,NA
"43","RT @wtva9news: FLU UPDATE: Mississippi's flu-like illness rate has dropped to its lowest point in 2018. https://t.co/rxJztMolPC #WTVA9News…",FALSE,0,NA,2018-03-10 01:34:01,FALSE,NA,"972284407208906752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WallsJoel",1,TRUE,FALSE,NA,NA
"44","RT @CDCDirector: Vaccine effectiveness against this season’s dominant H3N2 #flu viruses was about 25%. However, the vaccine was better at p…",FALSE,0,NA,2018-03-10 01:32:42,FALSE,NA,"972284077058543617",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vjsmith8",55,TRUE,FALSE,NA,NA
"45","RT @CCPH_TX: Another FREE #flu vaccine opportunity!! If you haven’t already, please make plans to get your flu shot this season. Join us in…",FALSE,0,NA,2018-03-10 01:32:10,FALSE,NA,"972283941179789313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HCBrownsville",2,TRUE,FALSE,NA,NA
"46","RT @TexasDSHS: #Flu activity continues to decrease across the state of Texas. It appears to have peaked in late January. Looking for the la…",FALSE,0,NA,2018-03-10 01:31:28,FALSE,NA,"972283764960264192",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Dickinson_EMS",2,TRUE,FALSE,NA,NA
"47","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-10 01:27:32,FALSE,NA,"972282774697730048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","USAGodBless13",29,TRUE,FALSE,NA,NA
"48","FLU UPDATE: Mississippi's flu-like illness rate has dropped to its lowest point in 2018. https://t.co/rxJztMolPC… https://t.co/ecSaiGfv6f",FALSE,4,NA,2018-03-10 01:26:48,TRUE,NA,"972282590009929728",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","wtva9news",1,FALSE,FALSE,NA,NA
"49","FLU UPDATE: Mississippi's flu-like illness rate has dropped to its lowest point in 2018. https://t.co/CA3yb5rdE3… https://t.co/xE9OD4yHlz",FALSE,0,NA,2018-03-10 01:26:47,TRUE,NA,"972282588055461893",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","cfordwtva",0,FALSE,FALSE,NA,NA
"50","Late afternoon hike with Bill! Anniversary date one month late! #flu #happy35th @ARStatePark #lakecatherine… https://t.co/KSmZftBBIQ",FALSE,1,NA,2018-03-10 01:25:08,TRUE,NA,"972282172680933376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","teasterly1",0,FALSE,FALSE,NA,NA
"51","RT @EmoryMedicine: This Tuesday (3/13) - ""A Conversation with the Nation's Chief Flu Fighter"" -- Daniel Jernigan, Director of the Influenza…",FALSE,0,NA,2018-03-10 01:24:13,FALSE,NA,"972281940362645507",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Armstrws",2,TRUE,FALSE,NA,NA
"52","RT @KPbewelldoc: <U+2600><U+FE0F>#Influenza B is still hitting hard especially #school-age #kids.
Keep them at home till 24 hrs after they no longer have…",FALSE,0,NA,2018-03-10 01:21:42,FALSE,NA,"972281308880822275",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SoyMimi9",34,TRUE,FALSE,NA,NA
"53","RT @CDCgov: Latest #FluView report shows the number of states with widespread or high flu activity has dropped but many states are still se…",FALSE,0,NA,2018-03-10 01:20:23,FALSE,NA,"972280976620576773",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Flu_Killer",26,TRUE,FALSE,NA,NA
"54","RT @LotusOak: Should I Get the #Flu Shot? #CDC Data Raise Concerns

https://t.co/748exZ2QN1

#LearnTheRisk #vaccines https://t.co/nY7nxY5XpQ",FALSE,0,NA,2018-03-10 01:16:04,FALSE,NA,"972279890690105344",NA,"<a href=""http://facebook.com/burnayeva"" rel=""nofollow"">LotusOak</a>","LotusOak",8,TRUE,FALSE,NA,NA
"55","@GailSimone To fight the #flu try this beauty care technique, as soon as possible. I have more advises if you need… https://t.co/x7hyuBoLag",FALSE,0,"GailSimone",2018-03-10 01:13:59,TRUE,"972272953927741440","972279364300804098","16024323","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Flu_Killer",0,FALSE,FALSE,NA,NA
"56","On this day in #medical history: The 100th anniversary of the Spanish Flu https://t.co/bm0ovP3n7s #H1N1 #spanishflu… https://t.co/pmjbulKOLM",FALSE,0,NA,2018-03-10 01:12:05,TRUE,NA,"972278889341964290",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","MDLinx",0,FALSE,FALSE,NA,NA
"57","RT @CellCellPress: Presenting our 2018 Special Review issue: The #Microbial World: https://t.co/ye9kiMN3jk #bacteria #viruses #antibiotics…",FALSE,0,NA,2018-03-10 01:10:12,FALSE,NA,"972278414349516800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shrez07",28,TRUE,FALSE,NA,NA
"58","RT @CDCFlu: Latest #FluView report shows the number of states with widespread or high #flu activity has dropped, but most states are still…",FALSE,0,NA,2018-03-10 01:07:14,FALSE,NA,"972277668753367041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","danielvincent",37,TRUE,FALSE,NA,NA
"59","RT @AsthmaAUS: The flu is a common trigger for #asthma and people with asthma are at higher risk of going to #hospital because of the #flu.…",FALSE,0,NA,2018-03-10 01:07:03,FALSE,NA,"972277619998777344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FettKeven",4,TRUE,FALSE,NA,NA
"60","RT @HealthRanger: Tamiflu is not safe OR effective. https://t.co/78Rz1ZKtMi #Tamiflu #flu #health",FALSE,0,NA,2018-03-10 01:04:28,FALSE,NA,"972276970213044225",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","1n2by2023",32,TRUE,FALSE,NA,NA
"61","RT @whizkid7: How to Avoid the Flu &amp; Colds<U+25BA>https://t.co/Xb7Xcdocvd<U+25C4>See video by Dr. Greger MD to show that eating more fruits &amp; vegetables…",FALSE,0,NA,2018-03-10 01:03:57,FALSE,NA,"972276841846321153",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PletchaPJWebb",294,TRUE,FALSE,NA,NA
"62","RT @LLdelamujerrota: Mañana vayan a #FLU!!! @javieratapiaf y @DiscosFUP estarán firmando su libro ""Es difícil hacer cosas fáciles""<ed><U+00A0><U+00BD><ed><U+00B3><U+009A><U+26A1><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BE><U+00B8> http…",FALSE,0,NA,2018-03-10 01:00:01,FALSE,NA,"972275851583684610",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LLdelamujerrota",8,TRUE,FALSE,NA,NA
"63","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-10 00:55:48,FALSE,NA,"972274791666331648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rpennington9",29,TRUE,FALSE,NA,NA
"64","Keep washing your hands, eat healthy and get enough z's... RT @CDCgov: Latest #FluView report shows the number of s… https://t.co/x2shaStbLZ",FALSE,0,NA,2018-03-10 00:55:03,TRUE,NA,"972274601639272449",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SOFLHC",0,FALSE,FALSE,NA,NA
"65","Par de indefensos <ed><U+00A0><U+00BE><ed><U+00B4><U+00A7><ed><U+00A0><U+00BE><ed><U+00B4><U+00A7><ed><U+00A0><U+00BE><ed><U+00B4><U+00A7><ed><U+00A0><U+00BE><ed><U+00B4><U+00A7> #flu #pills #feelingundertheweather #onlymyluck #eugene en Dalcahue, Chile https://t.co/F8OdlJROhj",FALSE,0,NA,2018-03-10 00:50:49,FALSE,NA,"972273535111622656",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JessicaFloresCo",0,FALSE,FALSE,NA,NA
"66","Jesus back flipping Christ. All I want to do is take a breathe without my lungs truing to violently exit my body.… https://t.co/mOUPOTbNCb",FALSE,0,NA,2018-03-10 00:45:31,TRUE,NA,"972272202086219776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MichelleReneeW3",0,FALSE,FALSE,NA,NA
"67","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-10 00:43:56,FALSE,NA,"972271801941151744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmazeGoody",29,TRUE,FALSE,NA,NA
"68","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-10 00:42:14,FALSE,NA,"972271374759809024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dbleekjour2",29,TRUE,FALSE,NA,NA
"69","https://t.co/IzXkWq9Y7V  #abandonedplaces #Hospital #Vaccine #Government #flu #Veterens #america #usa",FALSE,1,NA,2018-03-10 00:39:05,FALSE,NA,"972270581486845953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UrbexDane",0,FALSE,FALSE,NA,NA
"70","RT @Shoffm: #Flu activity is likely to remain elevated for several more weeks .https://t.co/B4E7YHmdrE via @CDCgov. @schoolnurses download…",FALSE,0,NA,2018-03-10 00:38:26,FALSE,NA,"972270420685602816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ejclark64",1,TRUE,FALSE,NA,NA
"71","RT @CDCgov: #Flu activity has peaked and is down significantly for the third consecutive week, but flu activity is still elevated, and is e…",FALSE,0,NA,2018-03-10 00:36:33,FALSE,NA,"972269946968465409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shalisa_Renee",46,TRUE,FALSE,NA,NA
"72","#Garlic is one #superfood that may help ward off colds or #flu! Learn more at https://t.co/ivaKEDKpZg.… https://t.co/TInqb81LL0",FALSE,1,NA,2018-03-10 00:35:04,TRUE,NA,"972269573872463872",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","OscilloUSA",0,FALSE,FALSE,NA,NA
"73","#Garlic is one #superfood that may help ward off colds or #flu! Learn more at https://t.co/Nn3hlEFAbg.… https://t.co/2DJ3jciWaF",FALSE,0,NA,2018-03-10 00:35:03,TRUE,NA,"972269565689331714",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","BoironUSA",0,FALSE,FALSE,NA,NA
"74","RT @Infante1415: No te pierdas Mañana!!!
#FLU Sunset Providencia<ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>
Desde las 14 a las 22 horas
Música<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>Gastronomía<ed><U+00A0><U+00BC><ed><U+00BD><U+00BD>Libros <ed><U+00A0><U+00BD><ed><U+00B3><U+009A>y mucho más!
Calle…",FALSE,0,NA,2018-03-10 00:31:39,FALSE,NA,"972268714166046721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PATOOVALLE",13,TRUE,FALSE,NA,NA
"75","Hate Annual Shots? 
A Japanese Company has invented a drug that can kill the Flu in 24 hours.

@michaelvonirvin 
Mi… https://t.co/GZmD1Gp6Hn",FALSE,0,NA,2018-03-10 00:26:05,TRUE,NA,"972267309476835328",NA,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>","BellaYlkaIrvin",0,FALSE,FALSE,NA,NA
